COR CODEX — Super Matrix (27 Systems),,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOURCE_SYSTEM,ENTRY,ALCHEMY,ARCHETYPES,COLORS,CRYSTALS,DEITIES,ELEMENTS,FREQUENCY,GEOMANCY,GEOMETRY,I_CHING,KABBALAH,LETTERS_HEBREW,LETTERS_LATIN,MAJOR_ARCANA,MAYAN,METALS,MINOR_ARCANA,NOTES,NUMBERS,PHYSIOLOGY,PLANETS,PLANTS,PLATONIC_SOLIDS,VICES,VIRTUES,ZODIAC,CHAKRAS
COLORS,Blue,Dissolution; Distillation,The Healer; The Mystic; The Explorer,Blue,AQUAMARINE; TURQUOISE; LAPIS; SODALITE,Kuan Yin [Other]; Gabriel [Angelic]; Aegir [Norse],Water; Air,432 Hz — Harmony; 285 Hz — Transformation,Albus — The White One; Via — The Path,Circle; Sphere,29 — Abyss (Kan); 59 — Dispersion (Huan); 11 — Peace (Tai),Chesed (Mercy); Yesod (Foundation),Kaph,B,XVII — The Star; XIV — Temperance,Muluk,Silver; Tin,Queen of Cups; King of Cups; Ace of Cups,G,4,Thyroid; Lungs; Respiratory system,♃ Jupiter; ☽ Moon,Blue Lotus; Water Lily; Willow,Icosahedron; Dodecahedron,"Dependence (Naïveté, Blind belief, Over-conformity); Frivolity (False optimism, Sentimentality)","Devotion (Loyalty, Mercy, Compassion, Empathy); Harmony (Alignment, Balance, Trust)",♓ Pisces; ♒ Aquarius,HEART-ANAHATA; THROAT-VISHUDDHA; CROWN-SAHASRARA
COLORS,Copper,Conjunction; Coagulation,The Queen; The Lover,Copper,MALACHITE; JADE; TIGERS-EYE,Aphrodite [Greek]; Freyja [Norse]; Haniel [Angelic],Earth,221.23 Hz — Venus; 417 Hz — Facilitation,Puella — The Maiden; Acquisitio — Gain,Hexagon; Circle,31 — Influence (Xian); 42 — Increase (Yi); 58 — The Joyful (Dui),Netzach (Victory),Daleth,C,III — The Empress; VI — The Lovers,Lamat,Copper,Queen of Pentacles; Two of Cups,A,6,Reproductive system; Kidneys; Skin,♀ Venus,Rose; Myrtle; Damiana; Patchouli,Hexahedron,"Lust (Overindulgence, Hunger); Avarice (Hoarding, Overproduction)","Beauty (Grace, Magnetism, Delight); Fertility (Abundance); Union (Synthesis)",♉ Taurus; ♎ Libra,SACRAL-SVADHISTHANA; HEART-ANAHATA
COLORS,Crimson,Rubedo; Putrefactio,The Shadow; The Destroyer; The Outlaw,Crimson,GARNET; RUBY; BLOODSTONE; OBSIDIAN,Sekhmet [Egyptian]; Kali [Hindu]; Hades [Greek]; Ishtar [Sumerian],Fire; Water,396 Hz — Liberation; 140.25 Hz — Pluto,Rubeus — The Red One; Cauda Draconis — Dragon’s Tail,Triangle; Point,36 — Darkening Light (Ming Yi); 49 — Revolution (Ge); 29 — Abyss (Kan),Geburah (Severity); Malkuth (Kingdom),Shin; Qoph,C,XIII — Death; XVI — The Tower,Cimi; Chicchan,Iron; Plutonium,Five of Cups; Knight of Wands; Ten of Swords,D♯,13,Blood; Bones; Reproductive system,♂ Mars; ♇ Pluto,Pomegranate; Dog Rose; Yew,Tetrahedron; Hexahedron,"Obsession (Attachment); Violence (Aggression, Destruction, Abuse)","Renewal (Transformation, Resurrection); Will (Drive, Resolve, Bravery)",♏ Scorpio; ♈ Aries,ROOT-MULADHARA; SOLAR-PLEXUS-MANIPURA
COLORS,Emerald,Conjunction,The Queen; The Lover,Emerald,EMERALD; JADE; MALACHITE; PERIDOT,Aphrodite [Greek]; Freyja [Norse]; Haniel [Angelic]; Lakshmi [Hindu],Earth; Water,221.23 Hz — Venus; 639 Hz — Harmony/Connection,Puella — The Maiden; Laetitia — Joy,Hexagon; Flower of Life,31 — Influence (Xian); 58 — The Joyful (Dui); 42 — Increase (Yi),Netzach (Victory),Daleth,E,III — The Empress; VI — The Lovers,Lamat,Copper,Two of Cups; Queen of Pentacles; Queen of Cups,A,6,Heart; Kidneys; Skin,♀ Venus,Myrtle; Olive; Rose,Hexahedron,"Lust (Overindulgence, Hunger); Frivolity (False optimism, Sentimentality)","Beauty (Grace, Magnetism, Delight); Union (Synthesis); Fertility (Abundance)",♉ Taurus; ♎ Libra,SACRAL-SVADHISTHANA; HEART-ANAHATA
COLORS,Gold,Citrinitas; Rubedo,The King; The Prophet; The Hero,Gold,CITRINE; PYRITE; TOPAZ; SUNSTONE,Apollo [Greek]; Helios [Greek]; Zeus [Greek],Fire; Aether,126.22 Hz — Sun; 432 Hz — Harmony,Fortuna Major — Greater Fortune; Acquisitio — Gain,Circle; Hexagon,14 — Possession (Da You); 35 — Progress (Jin); 55 — Abundance (Feng),Tiferet (Beauty); Chesed (Mercy),Resh,G,XIX — The Sun; X — Wheel of Fortune,Ahau,Gold,Six of Wands; King of Wands; Nine of Pentacles,C♯,1,Heart; Spine; Pineal,☉ Sun; ♃ Jupiter,Sunflower; Bay Laurel; Saffron,Dodecahedron,"Pride (Arrogance, Hubris, Vanity); Avarice (Hoarding, Overproduction)","Sovereignty (Authority, Nobility, Justice); Joy (Celebration, Radiance)",♌ Leo; ♐ Sagittarius,SOLAR-PLEXUS-MANIPURA; CROWN-SAHASRARA
COLORS,Green,Coagulation; Fermentation,The Healer; The Mother,Green,GREEN-AVENTURINE; JADE; MOSS-AGATE; MALACHITE,Demeter [Greek]; Gaia [Greek]; Freyr [Norse],Earth; Water,639 Hz — Harmony/Connection; 528 Hz — Miracles,Acquisitio — Gain; Puella — The Maiden,Hexagon; Vesica Piscis,42 — Increase (Yi); 27 — Nourishment (Yi); 11 — Peace (Tai),Netzach (Victory); Malkuth (Kingdom),Daleth,G,III — The Empress; XIV — Temperance,Caban,Copper,Ace of Pentacles; Queen of Pentacles; Six of Pentacles,F,6,Heart; Lungs; Immune system,♀ Venus,Moss; Ivy; Basil; Apple,Hexahedron,"Self-sacrifice (The shadow of service/martyrdom); Dependence (Naïveté, Blind belief, Over-conformity)","Harmony (Alignment, Balance, Trust); Fertility (Abundance)",♉ Taurus,SACRAL-SVADHISTHANA; HEART-ANAHATA
COLORS,Grey,Separation; Distillation,The Sage; The Shadow,Grey,HEMATITE; SMOKY-QUARTZ; LABRADORITE; ONYX,Cassiel [Angelic]; Ma’at [Other]; Athena [Greek],Earth; Air,8–13 Hz — Alpha (Relaxed Awareness); 147.85 Hz — Saturn,Carcer — The Prison; Albus — The White One; Tristitia — Sorrow,Square; Line; Cube,52 — Keeping Still (Gen); 12 — Standstill (Pi); 20 — Contemplation (Guan),Binah (Understanding); Hod (Glory),Tav; Bet,H,IX — The Hermit; XII — The Hanged Man,Etznab; Cib,Lead; Mercury; Aluminum,Four of Swords; Eight of Swords; King of Swords,F♯,8,Skeletal system; Nervous system; Skin,♄ Saturn; ☿ Mercury,Ash; Moss; Mullein,Hexahedron; Octahedron,"Repetition (Stagnation, Inertia); Paralysis (Fear, Indecision)","Preservation (Survival, Resource awareness); Clarity (Illumination, Healing, Vision)",♑ Capricorn; ♒ Aquarius,ROOT-MULADHARA
COLORS,Indigo,Sublimation; Distillation,The Sage; The Mystic,Indigo,LAPIS-LAZULI; SODALITE; LABRADORITE; SAPPHIRE,Hekate [Greek]; Raziel [Angelic]; Cassiel [Angelic]; Metatron [Angelic],Air; Aether; Water,"852 Hz — Intuition; 4–8 Hz — Theta (Meditation, Dreams)",Tristitia — Sorrow; Via — The Path,Line; Hexagram,61 — Inner Truth (Zhong Fu); 20 — Contemplation (Guan); 52 — Keeping Still (Gen),Binah (Understanding); Yesod (Foundation),Qoph,I,II — The High Priestess; IX — The Hermit,Ix,Lead; Platinum,Queen of Swords; King of Swords; Four of Cups,A,7,Pineal; Pituitary; Eyes; Brain,♄ Saturn; ♆ Neptune,Mugwort; Lavender; Blue Lotus,Dodecahedron; Octahedron,"Paralysis (Fear, Indecision); Dogmatism (Fanaticism)","Insight (Awareness, Light in darkness); Clarity (Illumination, Healing, Vision)",♒ Aquarius; ♓ Pisces; ♑ Capricorn,AJNA-THIRD-EYE
COLORS,Orange,Fermentation; Calcination,The Creator; The Trickster; The Explorer,Orange,CARNELIAN; AMBER; CITRINE; SUNSTONE,Hermes [Greek]; Ganesha [Hindu]; Saraswati [Hindu],Fire; Air,417 Hz — Facilitation; 141.27 Hz — Mercury,Conjunctio — Union; Fortuna Minor — Lesser Fortune,Triangle; Circle,35 — Progress (Jin); 30 — Clinging (Li); 21 — Biting Through (Shi Ke),Hod (Glory); Tiferet (Beauty),Bet,O,I — The Magician; XIX — The Sun,Kan,Mercury; Copper,Page of Wands; Ace of Wands; Two of Wands,E,3,Digestive system; Nervous system; Pancreas,☿ Mercury; ☉ Sun,Calendula; Cacao; Cinnamon,Octahedron; Tetrahedron,"Frivolity (False optimism, Sentimentality); Chaos (Disorder, Disarray)","Energy (Intensity, Creativity, Imagination); Initiation (New life, Threshold)",♊ Gemini; ♌ Leo,SOLAR-PLEXUS-MANIPURA
COLORS,Pink,Conjunction,The Lover; The Mother; The Queen,Pink,ROSE-QUARTZ; PEARL; OPAL,Aphrodite [Greek]; Hathor [Egyptian]; Lakshmi [Hindu]; Kuan Yin [Other],Water; Earth,221.23 Hz — Venus; 639 Hz — Harmony/Connection,Puella — The Maiden; Conjunctio — Union; Laetitia — Joy,Vesica Piscis; Circle,31 — Influence (Xian); 54 — Marrying Maiden (Gui Mei); 58 — The Joyful (Dui),Netzach (Victory); Yesod (Foundation),Daleth; Gimel,P,VI — The Lovers; III — The Empress,Lamat,Copper; Silver,Two of Cups; Queen of Cups,A,6,Heart; Kidneys; Skin; Reproductive system,♀ Venus; ☽ Moon,Rose; Apple Blossom; Lily; Ylang-ylang,Icosahedron; Hexahedron,"Lust (Overindulgence, Hunger); Dependence (Naïveté, Blind belief, Over-conformity)","Beauty (Grace, Magnetism, Delight); Devotion (Loyalty, Mercy, Compassion, Empathy); Union (Synthesis)",♎ Libra; ♉ Taurus,SACRAL-SVADHISTHANA; HEART-ANAHATA
COLORS,Red,Calcination; Rubedo,The Warrior; The Hero; The Destroyer,Red,RUBY; GARNET; BLOODSTONE; RED-JASPER,Ares [Greek]; Sekhmet [Egyptian]; Michael [Angelic]; Agni [Hindu],Fire,396 Hz — Liberation; 144.72 Hz — Mars,Rubeus — The Red One; Puer — The Youth,Triangle; Point,51 — Aroused (Zhen); 49 — Revolution (Ge),Geburah (Severity),Peh,R,XVI — The Tower; VIII — Strength,Chicchan,Iron,Knight of Wands; Five of Wands; Ace of Wands,D,5,Blood; Muscles; Adrenals,♂ Mars,Chili; Cayenne; Ginger,Tetrahedron,"Violence (Aggression, Destruction, Abuse); Pride (Arrogance, Hubris, Vanity)","Will (Drive, Resolve, Bravery); Confidence (Strength, Mastery)",♈ Aries,SOLAR-PLEXUS-MANIPURA
COLORS,Silver,Dissolution; Distillation,The Mystic; The Mother; The Innocent,Silver,MOONSTONE; SELENITE; PEARL; CLEAR-QUARTZ,Selene [Greek]; Artemis [Greek]; Chandra [Hindu]; Isis [Egyptian],Water,210.42 Hz — Moon; 852 Hz — Intuition,Populus — The People; Via — The Path; Albus — The White One,Sphere; Circle,29 — Abyss (Kan); 02 — receptive (Kun); 61 — Inner Truth (Zhong Fu),Yesod (Foundation),Gimel,S,II — The High Priestess; XVIII — The Moon,Muluk,Silver,Four of Cups; Queen of Cups,G♯,2,Kidneys; Lymphatic system; Reproductive system,☽ Moon,Mugwort; Willow; Water Lily,Icosahedron,"Delusion (Illusion, Confusion); Dependence (Naïveté, Blind belief, Over-conformity)","Harmony (Alignment, Balance, Trust); Clarity (Illumination, Healing, Vision); Devotion (Loyalty, Mercy, Compassion, Empathy)",♋ Cancer,SACRAL-SVADHISTHANA; HEART-ANAHATA; AJNA-THIRD-EYE
COLORS,Violet,Sublimation,The Mystic; The Sage,Violet,AMETHYST; LEPIDOLITE; FLUORITE,Kuan Yin [Other]; Metatron [Angelic]; Isis [Egyptian],Aether; Water,963 Hz — Crown; 852 Hz — Intuition,Via — The Path; Populus — The People,Sri Yantra; Dodecagon,61 — Inner Truth (Zhong Fu); 50 — The Cauldron (Ding); 64 — Before Completion (Wei Ji),Kether (Crown); Yesod (Foundation),Shin,V,XVII — The Star; XXI — The World,Cauac,Platinum; Silver,Queen of Cups; King of Cups; Seven of Cups,A♯,12,Pineal; Pituitary; Nervous system,♆ Neptune; ♅ Uranus,Lavender; Lotus; Wormwood,Dodecahedron; Star Tetrahedron (Merkaba),"Delusion (Illusion, Confusion); Dependence (Naïveté, Blind belief, Over-conformity)","Clarity (Illumination, Healing, Vision); Renewal (Transformation, Resurrection)",♓ Pisces; ♒ Aquarius,AJNA-THIRD-EYE; CROWN-SAHASRARA
COLORS,White,Distillation; Sublimation,The Innocent; The Healer; The Priest,White,CLEAR-QUARTZ; SELENITE; DIAMOND; PEARL,Christos [Other]; Kuan Yin [Other]; Gabriel [Angelic]; Metatron [Angelic],Aether; Air,963 Hz — Crown; 528 Hz — Miracles,Albus — The White One; Fortuna Major — Greater Fortune,Point; Sphere; Circle,01 — Creative (Qian); 11 — Peace (Tai); 61 — Inner Truth (Zhong Fu),Kether (Crown); Tiferet (Beauty),Aleph; Shin,W,0 — The Fool; XVII — The Star; XX — Judgement,Ik,Silver; Platinum,Ace of Swords; Ace of Cups; Page of Cups,B,0,Pineal; Immune system; Lymphatic system,☉ Sun; ☽ Moon,Lily; White Sage; Chamomile; White Poppy,Dodecahedron,"Dogmatism (Fanaticism); Dependence (Naïveté, Blind belief, Over-conformity)","Clarity (Illumination, Healing, Vision); Freedom (Aspiration, Release)",♓ Pisces,AJNA-THIRD-EYE; CROWN-SAHASRARA
COLORS,Yellow,Citrinitas; Distillation,The Innocent; The Prophet; The Trickster,Yellow,CITRINE; AMBER; TOPAZ,Apollo [Greek]; Gabriel [Angelic]; Athena [Greek],Fire; Air,528 Hz — Miracles; 741 Hz — Awakening,Fortuna Minor — Lesser Fortune; Albus — The White One,Circle; Triangle,30 — Clinging (Li); 22 — Adornment (Bi); 61 — Inner Truth (Zhong Fu),Tiferet (Beauty); Hod (Glory),Yod,Y,XIX — The Sun; I — The Magician,Men,Gold; Mercury,Page of Swords; Ace of Wands; Six of Pentacles,F,11,Nervous system; Pancreas; Eyes,☉ Sun; ☿ Mercury,Chamomile; Helianthus; Mustard Seed,Octahedron,"Frivolity (False optimism, Sentimentality); Pride (Arrogance, Hubris, Vanity)","Clarity (Illumination, Healing, Vision); Joy (Celebration, Radiance)",♌ Leo; ♍ Virgo,SOLAR-PLEXUS-MANIPURA
CRYSTALS,AGATE,Separation; Distillation; Coagulation; Fermentation; Conjunction,The Trickster; The Explorer; The Sage; The Healer; The Priest; The Mother; The Lover; The Queen; The Father; The King,Orange; Grey; Yellow; Green; Emerald; Black; Blue; White,AGATE,Hermes [Greek]; Thoth [Egyptian]; Raphael [Angelic]; Iris [Other]; Loki [Norse]; Hermes Trismegistus [Other]; Astraea [Greek]; Demeter [Greek]; Athena [Greek]; Saraswati [Hindu]; Gaia [Greek]; Freyr [Norse]; Aphrodite [Greek]; Freya [Norse]; Freyja [Norse]; Hathor [Egyptian]; Lakshmi [Hindu]; Geb [Egyptian]; Ptah [Other]; Kuan Yin [Other]; Isis [Egyptian],Air; Earth; Water; Aether,141.27 Hz — Mercury; 13–30 Hz — Beta (Active Thinking); 639 Hz — Harmony/Connection; 528 Hz — Miracles; 221.23 Hz — Venus; 174 Hz — Foundation; 285 Hz — Transformation,Albus — The White One; Conjunctio — Union; Puer — The Youth; Acquisitio — Gain; Puella — The Maiden; Carcer — The Prison,Line; Triangle; Vesica Piscis; Pentagram; Hexagon; Square; Cube; Circle,57 — The Gentle (Xun); 56 — The Wanderer (Lv); 04 — Youthful Folly (Meng); 44 — Coming to Meet (Gou); 15 — Modesty (Qian); 48 — The Well (Jing); 42 — Increase (Yi); 27 — Nourishment (Yi); 11 — Peace (Tai); 02 — receptive (Kun); 26 — Great Taming (Da Chu); 52 — Keeping Still (Gen),Hod (Glory); Malkuth (Kingdom); Netzach (Victory); Tiferet (Beauty); Yesod (Foundation),Bet; Zayin; Yod; Daleth; Vav; Tav,B; G; T; V; H,I — The Magician; VI — The Lovers; 0 — The Fool; IX — The Hermit; III — The Empress; XIV — Temperance; V — The Hierophant; XXI — The World; IV — The Emperor; XVII — The Star,Chuen; Ik; Eb; Caban; Kan; Lamat; Manik,Mercury; Copper; Lead; Silver,Page of Swords; Knight of Swords; Eight of Swords; Nine of Swords; Ten of Swords; Seven of Swords; Eight of Pentacles; Nine of Pentacles; Ten of Pentacles; Ace of Pentacles; Queen of Pentacles; Six of Pentacles; Five of Pentacles; Seven of Pentacles; King of Pentacles; Queen of Cups,C♯; B; F; A,3; 5; 6; 2; 7,Nervous system; Lungs; Tongue; Mouth; Digestive system; Stomach; Pancreas; Heart; Immune system; Thyroid; Neck; Bones; Skeletal system; Muscular system; Lymphatic system,☿ Mercury; ♀ Venus; ♄ Saturn; ☉ Sun; ☽ Moon,Lavender; Dill; Mint; Lemon Verbena; Artemisia; Barley; Grain; Wheat; Sage; Moss; Ivy; Basil; Apple; Rose; Apple Blossom; Myrtle; Oak; Cedar; Angelica; Calendula; Mullein; White Sage,Octahedron; Hexahedron; Icosahedron,"Aimlessness (False starts, Disarray); Frivolity (False optimism, Sentimentality); Delusion (Illusion, Confusion); Chaos (Disorder, Disarray); Dependence (Naïveté, Blind belief, Over-conformity); Paralysis (Fear, Indecision); Dogmatism (Fanaticism); Self-sacrifice (The shadow of service/martyrdom); Avarice (Hoarding, Overproduction); Repetition (Stagnation, Inertia)","Clarity (Illumination, Healing, Vision); Insight (Awareness, Light in darkness); Freedom (Aspiration, Release); Energy (Intensity, Creativity, Imagination); Preservation (Survival, Resource awareness); Devotion (Loyalty, Mercy, Compassion, Empathy); Harmony (Alignment, Balance, Trust); Fertility (Abundance); Beauty (Grace, Magnetism, Delight); Sovereignty (Authority, Nobility, Justice); Renewal (Transformation, Resurrection)",♊ Gemini; ♍ Virgo; ♉ Taurus; ♑ Capricorn; ♓ Pisces,ROOT-MULADHARA; SACRAL-SVADHISTHANA; SOLAR-PLEXUS-MANIPURA
CRYSTALS,AMBER,Fermentation; Citrinitas; Calcination; Distillation,The Creator; The Mystic; The King; The Hero; The Father; The Trickster; The Explorer; The Innocent; The Prophet,Gold; Green; Yellow; Orange,AMBER,Dionysus [Greek]; Zeus [Greek]; Osiris [Egyptian]; Apollo [Greek]; Helios [Greek]; Surya [Hindu]; Hermes [Greek]; Ganesha [Hindu]; Saraswati [Hindu]; Gabriel [Angelic]; Athena [Greek],Aether; Fire; Air,528 Hz — Miracles; 126.22 Hz — Sun; 417 Hz — Facilitation; 141.27 Hz — Mercury; 741 Hz — Awakening,Laetitia — Joy; Acquisitio — Gain; Fortuna Major — Greater Fortune; Conjunctio — Union; Fortuna Minor — Lesser Fortune; Albus — The White One,Pentagon; Flower of Life; Circle; Triangle,50 — The Cauldron (Ding); 24 — Return (Fu); 35 — Progress (Jin); 30 — Clinging (Li); 21 — Biting Through (Shi Ke); 22 — Adornment (Bi); 61 — Inner Truth (Zhong Fu),Chesed (Mercy); Tiferet (Beauty); Hod (Glory),Kaph; Resh; Bet; Yod,F; Y; O,XX — Judgement; XIV — Temperance; XIX — The Sun; I — The Magician,Chuen; Ahau; Kan; Men,Tin; Gold; Mercury; Copper,Three of Cups; Nine of Cups; Six of Wands; Queen of Wands; Page of Wands; Ace of Wands; Two of Wands; Page of Swords; Six of Pentacles,C; B; E; F,5; 11; 3,Digestive system; Liver; Heart; Eyes; Endocrine system; Nervous system; Pancreas,♃ Jupiter; ☉ Sun; ☿ Mercury,Grapevine; Barley; Cacao; Helianthus; Bay Laurel; Calendula; Cinnamon; Chamomile; Mustard Seed,Dodecahedron; Octahedron; Tetrahedron,"Frivolity (False optimism, Sentimentality); Pride (Arrogance, Hubris, Vanity); Chaos (Disorder, Disarray)","Renewal (Transformation, Resurrection); Joy (Celebration, Radiance); Fertility (Abundance); Confidence (Strength, Mastery); Clarity (Illumination, Healing, Vision); Energy (Intensity, Creativity, Imagination); Initiation (New life, Threshold)",♐ Sagittarius; ♓ Pisces; ♌ Leo; ♊ Gemini; ♍ Virgo,SOLAR-PLEXUS-MANIPURA
CRYSTALS,AMETHYST,Fermentation; Dissolution; Sublimation; Distillation; Conjunction,The King; The Sage; The Father; The Mystic; The Healer; The Prophet; The Explorer; The Hero; The Creator; The Lover,Blue; Gold; Violet; Indigo; Silver; Grey; Green; White,AMETHYST,Zeus [Greek]; Vishnu [Hindu]; Zadkiel [Angelic]; Poseidon [Greek]; Varuna [Hindu]; Neptune [Other]; Kuan Yin [Other]; Zeus [Other]; Indra [Hindu]; Prometheus [Greek]; Ouranos [Other]; Urania [Other]; Uriel [Angelic]; Quan Yin [Other]; Athena [Greek]; Thoth [Egyptian]; Raziel [Angelic]; Hecate [Other]; Raphael [Angelic]; Isis [Egyptian]; Metatron [Angelic],Aether; Fire; Water; Air,"183.58 Hz — Jupiter; 211.44 Hz — Neptune; 207.36 Hz — Uranus; 147.85 Hz — Saturn; 852 Hz — Intuition; 8–13 Hz — Alpha (Relaxed Awareness); 963 Hz — Crown; 4–8 Hz — Theta (Meditation, Dreams); 528 Hz — Miracles; 285 Hz — Transformation",Acquisitio — Gain; Laetitia — Joy; Populus — The People; Via — The Path; Fortuna Minor — Lesser Fortune; Caput Draconis — Dragon’s Head; Albus — The White One; Conjunctio — Union,Dodecagon; Sphere; Flower of Life; Triangle; Line; Metatron's Cube; Vesica Piscis; Hexagram; Sri Yantra; Circle,14 — Possession (Da You); 11 — Peace (Tai); 55 — Abundance (Feng); 29 — Abyss (Kan); 59 — Dispersion (Huan); 61 — Inner Truth (Zhong Fu); 35 — Progress (Jin); 42 — Increase (Yi); 64 — Before Completion (Wei Ji); 20 — Contemplation (Guan); 27 — Nourishment (Yi); 48 — The Well (Jing); 50 — The Cauldron (Ding),Chesed (Mercy); Kether (Crown); Chokmah (Wisdom); Binah (Understanding); Yesod (Foundation); Hod (Glory); Tiferet (Beauty),Kaph; Mem; Samekh; Tzaddi; Qoph; Yod; Gimel; Tav; Shin,K; M; S; A; P; H; V,X — Wheel of Fortune; XII — The Hanged Man; XIV — Temperance; XVII — The Star; XVIII — The Moon; IX — The Hermit; XXI — The World,Men; Muluk; Akbal; Ben; Ik; Cauac; Ix; Cib; Manik,Tin; Platinum; Aluminum; Lead; Mercury; Silver; Copper,Ten of Pentacles; King of Pentacles; Ten of Cups; Seven of Cups; Queen of Cups; Eight of Wands; Nine of Wands; Ten of Wands; Five of Swords; Six of Swords; Seven of Swords; Eight of Cups; Nine of Cups; King of Swords; Four of Cups; Six of Pentacles; King of Cups,F♯; G♯; D; B; F; A♯,10; 12; 9; 11; 6,Liver; Pineal; Lymphatic system; Immune system; Muscular system; Nervous system; Circulatory system; Brain; Eyes; Pituitary; Heart,♃ Jupiter; ♆ Neptune; ♅ Uranus; ♄ Saturn; ☿ Mercury; ☽ Moon; ☉ Sun,Oak; Cedar; Olive; Pomegranate; Sage; Blue Lotus; Lotus; Water Lily; Ayahuasca; Juniper; Frankincense; Eucalyptus; Birch; Peppermint; Ivy; Seaweed; Mullein; Mugwort; Angelica; Calendula; White Sage; Lavender; Wormwood,Dodecahedron; Icosahedron; Tetrahedron; Octahedron; Star Tetrahedron (Merkaba),"Dogmatism (Fanaticism); Avarice (Hoarding, Overproduction); Delusion (Illusion, Confusion); Self-sacrifice (The shadow of service/martyrdom); Frivolity (False optimism, Sentimentality); Chaos (Disorder, Disarray); Aimlessness (False starts, Disarray); Dependence (Naïveté, Blind belief, Over-conformity); Paralysis (Fear, Indecision)","Sovereignty (Authority, Nobility, Justice); Fertility (Abundance); Joy (Celebration, Radiance); Insight (Awareness, Light in darkness); Devotion (Loyalty, Mercy, Compassion, Empathy); Harmony (Alignment, Balance, Trust); Freedom (Aspiration, Release); Initiation (New life, Threshold); Confidence (Strength, Mastery); Clarity (Illumination, Healing, Vision); Renewal (Transformation, Resurrection)",♐ Sagittarius; ♓ Pisces; ♒ Aquarius; ♍ Virgo; ♋ Cancer,AJNA-THIRD-EYE; CROWN-SAHASRARA
